page_number,page_width,page_height,text,x0,x1,top,bottom
1,594.95996,841.91998,Improvements,40.72931967843454,80.11040839981408,768.6163933823156,774.7084651924793
1,594.95996,841.91998,Castlereagh,21.322251335572822,54.87112238838095,796.030716528052,802.1227883382157
1,594.95996,841.91998,Connection,56.078120878560775,87.37805285548849,796.030716528052,802.1227883382157
1,594.95996,841.91998,$$$$$$,93.34830867448697,115.81538216748817,796.538389178899,802.1227883382157
1,594.95996,841.91998,TBA,133.60516594798122,144.59874544887325,796.538389178899,802.1227883382157
2,594.95996,841.91998,Central,26.398977844042545,50.20525032763364,29.44500059712493,36.55241770898249
2,594.95996,841.91998,Coast,51.613396492119385,70.30055207933192,29.44500059712493,36.55241770898249
2,594.95996,841.91998,roads,71.70869999607139,89.76862894962626,29.44500059712493,36.55241770898249
2,594.95996,841.91998,July,513.1935909249328,525.6557653835494,29.44500059712493,36.55241770898249
2,594.95996,841.91998,2026,527.0328220656681,544.1412496999836,29.44500059712493,36.55241770898249
2,594.95996,841.91998,Data,545.5494027277924,560.6664166946919,29.44500059712493,36.55241770898249
2,594.95996,841.91998,Set,562.0745673581433,573.2971780243953,29.44500059712493,36.55241770898249
2,594.95996,841.91998,Avoca,21.322251335572822,37.96636750965256,55.336305790320466,61.42837760048417
2,594.95996,841.91998,Drive,39.173363721237614,53.407497767163896,55.336305790320466,61.42837760048417
2,594.95996,841.91998,"Upgrade,",54.58023246840045,79.81682606520961,55.336305790320466,61.42837760048417
2,594.95996,841.91998,$$$,98.95650752767537,110.19004550402153,58.890014346249245,64.47441350556596
2,594.95996,841.91998,TBA,133.60516594798122,144.59874544887325,58.890014346249245,64.47441350556596
2,594.95996,841.91998,Kincumber,21.322251335572822,51.43269924067073,62.443722902178024,68.53579471234173
2,594.95996,841.91998,Manns,21.322251335572822,39.82540301312455,75.64321182419928,81.73528363436299
2,594.95996,841.91998,Road,41.005744695388394,55.160496667029584,75.64321182419928,81.73528363436299
2,594.95996,841.91998,"Upgrade,",56.36749027892961,81.60408387573877,75.64321182419928,81.73528363436299
2,594.95996,841.91998,Stockyard,21.322251335572822,49.60852418447496,82.75062893605696,88.84270074622066
2,594.95996,841.91998,Place,50.815517796374984,66.24788352579779,82.75062893605696,88.84270074622066
